FLIGHT NUMBER,DESTINATION,DEPARTURE TIME,GATE NUMBER
MJ764,Dew,22:18,V5
PN279,Frazer,5:52,R6
AP065,Howes Mill,14:56,F1
DU433,Picabo,6:44,Y7
YT207,Slocum,1:14,V8
QR049,Mariano Colon,21:27,B2
BI326,Hillemann,20:43,A4
EF384,Winter,0:17,I0
VO384,Nooksack,23:36,J5
VB584,Colmar,18:17,L4
XJ140,Lynn Haven,19:20,C6
HL570,Copper Harbor,6:48,P8
QU746,Wheatcroft,8:47,E3
AD483,Alto,6:23,W7
RL936,Inola,1:51,Z9
BK782,Hugh,6:48,P8
OE613,Big Island,4:30,S9
TE608,Orrum,20:53,G2
IH747,Ammon,7:58,U5
QN153,Olmito,18:11,E9
GJ582,Forbing,12:5,X3
KT019,Sterling Heights,23:51,U2
KM101,Montclair,1:46,Q3
EU633,Pond Creek,5:29,L0
US961,Kalifornsky,7:50,L4
SU537,Kewaskum,9:35,V1
QV154,Mariposa,5:28,O2
GU385,Kinwood,21:9,U1
UT769,Fort Ripley,0:0,W7
JI194,Wedowee,3:6,W5
LO044,Okemah,20:34,P6
QE099,Whitewater,4:44,E5
ET586,Muddy,9:18,G7
OX423,Colmar,23:2,V8
ZV668,Caprock,0:46,K5
ZS284,Nevada,19:40,B7
NH068,Fort Lee,13:35,K0
CB700,Angela,20:25,T4
DF784,Fort Chadbourne,23:31,R4
LE234,Edgar Springs,12:26,P9
WQ457,Garden City,8:55,A7
IP085,Winner,13:43,D8
DU777,Mount Enterprise,23:5,W3
LT051,Kuttawa,22:16,V0
VM247,Haines,3:42,O5
GF696,Menchalville,22:39,R4
CJ566,Yerkes,4:10,T5
NQ569,Phillipsburg,21:22,Z2
SZ888,Speight,1:17,T9
MN509,Downing,14:8,O3
HT557,Del City,9:25,O9
TN930,Parkers Prairie,22:29,M6
NT172,Shaktoolik,21:26,R7
OT282,Azusa,7:35,E5
TR688,Union Gap,1:46,P8
MQ303,Indianapolis,8:33,D2
LY080,Clewiston,10:30,A4
NM990,Ivins,19:1,V0
EO953,Black River Falls,8:42,R3
VI292,Poplar Creek,17:0,R5
BA105,Ralph,23:3,F3
SV528,Village Mills,4:21,K8
ZA828,Drakesboro,3:41,W1
VG357,Chicago Park,17:59,W3
LE810,Linda,17:24,V5
MK103,Middletown,6:37,E0
OL979,Omo Ranch,1:20,Y0
UD648,Stites,9:28,X0
NV887,Red Bud,11:58,X1
QD711,Valley Hi,22:37,X8
BU815,Balsam,21:9,J4
UF497,Peralta,12:32,M2
JM625,Heartwell,16:18,X7
UP771,Mount Prospect,21:48,E2
RY858,Red Level,10:38,M5
YL780,Weeping Water,2:22,O2
NW839,Farley,0:22,G2
GE191,Searles,7:3,T0
CB310,Pharr,5:14,U4
MI296,Yarrow Point,2:57,O7
SY148,Cook,17:45,Q0
JY679,Tusculum,2:23,E4
SC040,Punta Santiago,23:1,A4
ET266,Hickory Creek,6:34,U6
KG472,Cloverdale,22:5,A1
OA415,Crosstown,5:32,Z6
XN186,Hydetown,16:14,S7
NH012,West,15:4,H4
CI501,Mount Montgomery,9:56,C0
IC213,Mokelumne Hill,17:26,S0
HK649,Opal Cliffs,15:29,M4
UI227,Sagamore,20:4,I3
JB175,Kraemer,15:29,Q8
MV955,Schenectady,18:50,C6
ZH146,South Oroville,6:41,A7
JG628,Lakemont,3:17,R6
II815,Britt,23:31,M6
NJ890,Barling,22:20,K1
QE916,Sheyenne,14:35,I2
HL864,Merlin,23:12,X9
UZ442,La Vale,17:44,M6
SF802,Moss Point,10:26,Y4
IS919,Ledoux,0:13,E3
TU176,Casey,13:16,Q8
OQ797,East Lynne,17:27,K8
DQ488,Wilburton,0:6,U6
MQ285,West Buechel,15:54,X1
KZ162,Weskan,5:2,U8
DH312,Estelline,6:53,P2
ZG457,Graymoor-Devondale,19:57,K9
RZ257,Philipp,2:50,N2
QE905,Pine Crest,16:17,I3
OG052,La Moille,23:16,H7
LP759,Elmont,11:12,M7
PG116,Sloan,12:58,W0
KI701,Kirksey,16:4,U9
LW389,Grantwood Village,23:1,C2
SN154,Saddle Rock,14:51,E1
XV615,Jackson Center,13:58,X3
FM397,Shellman Bluff,19:30,H3
NP672,Dickey,6:53,Q3
ID956,North Rose,7:12,R3
GO559,Westbrook,1:43,D5
IR892,Chagrin Falls,17:57,T4
JP187,Keuka,13:33,S5
NX824,Kit Carson,19:19,X2
JM427,Eagle City,6:7,T3
PI446,Advance,8:54,X8
WL439,Garlock,1:42,I7
QD599,Vashon,13:0,I3
SA699,Rattan,8:1,S4
OD445,Powderville,9:32,Z9
PT746,Evans Mills,20:35,M8
VN248,Grove City,8:22,S2
WN240,Belva,14:32,B1
AG761,Snow Lake,20:24,T4
TN119,Abilene,20:20,R4
YN991,Breaux Bridge,18:3,H0
LU712,Watkinsville,16:50,I7
KO721,Rineyville,19:44,G7
UO297,Beatty,20:48,S1
TR749,McCredie Springs,3:22,Y3
YY782,Mellin,2:43,H0
PQ183,Hargill,10:14,E8
UM084,Bennion,5:29,V9
DZ635,Wapanucka,10:15,D1
GI532,Salters,17:47,M9
TT588,Fair Haven,11:24,V9
ZX984,East Trenton Heights,8:40,W6
YO602,Paoli,13:4,L2
YI565,Percy,1:56,Z3
SH779,Poway,3:38,U3
JM644,Jemez Pueblo,6:18,B0
CA025,Cedar Vale,17:58,S0
LG616,Sorum,17:44,T4
JB609,Encinal,9:5,N0
XR680,Lucerne Valley,2:46,E2
RF174,Milledgeville,22:29,B7
NS639,Ellenburg Depot,0:9,Q5
TY358,Spring Branch,17:40,Y5
VW264,Chriesman,3:7,R7
WZ312,Big Run,18:26,S5
RN841,Ridgeville,15:16,H0
IG937,Gansevoort,11:47,Z8
KB066,Lindsborg,7:21,D6
NP305,Dunbarton,4:44,J5
UG350,Bruneau,5:28,A0
JR218,Fort Loramie,0:10,E1
UZ430,Leonidas,22:0,P4
CZ254,Anding,21:9,L8
ER810,Libbyville,23:9,I5
PV434,Corsica,19:36,J5
LG846,Walkersville,12:42,G3
RL764,Kersey,6:12,H5
BK055,Molino,9:9,E6
BJ475,New Willard,19:35,P0
MZ815,Manistee,20:1,N0
US859,Manning,18:32,T0
GY218,Ramsey,15:5,R2
CZ118,Barbourmeade,16:14,Z4
VA381,Willowick,9:46,X1
LR064,Dassel,13:46,W1
KE420,North Crows Nest,6:54,D5
SL202,Lone Pine,15:35,L4
FG740,Coudersport,7:55,G4
YX128,Pelzer,11:20,E6
OH283,Steuben,16:53,J8
XM244,Wallkill,20:12,I0
NJ794,Issaquah,7:2,S7
TL090,Waterville,5:45,K5
KT785,Mount Airy,14:32,U6
PW599,Light Oak,4:8,J7
LW556,Eleva,6:3,H2
NF980,Loeb,21:46,B1
MO225,Cayey,6:52,U8
ZU797,Halawa Heights,5:48,Y4
CW578,Laredo,21:30,W8
BK219,Chinquapin,0:10,I0
SR387,Trammel,20:22,V8
KP613,Gladeview,0:54,K4
TC359,Dimondale,2:27,U4
AX141,Clifton,3:3,V3
EX008,South Coatesville,20:19,F4
OD531,Penn,0:39,S1
BN264,Bavaria,19:32,H3
RB659,Canton,21:16,M4
ZZ481,Wooster,11:50,W3
XN861,Laotto,6:29,L5
NU812,Harriet,22:39,D1
IJ258,Sunny Acres,11:19,U9
TA114,Towner,23:36,L5
GJ221,Stow,14:36,W6
EL523,Markleysburg,16:13,R9
VI384,Crystal City,20:27,G4
HE754,Orange Park Acres,1:57,C3
JO198,Stephan,8:20,F9
BI444,New Hampton,3:18,T6
SH811,Swenson,18:58,F8
JW066,Loco,3:4,A1
UV770,Sabinoso,7:13,F7
JI357,Lebanon,23:35,A4
OQ996,South Vinemont,15:47,J1
YQ386,Kneeland,19:13,P0
VW744,Brielle,15:30,X8
AI154,Panorama Village,19:20,O2
DK763,Belcherville,11:17,O9
JK060,Kingstree,7:8,K4
UE789,Hillview,8:53,G5
FB156,Lithium,21:37,X1
TC412,Chariton,10:2,M3
EM950,Melbourne Village,19:28,A5
RF360,West Swanzey,9:4,G9
BI652,Flying Hills,22:40,F8
TN753,West Monroe,8:24,X9
VT804,Efland,12:4,X3
FT415,Bear River,10:35,K3
OP409,Escalon,13:45,P9
JT755,Loves Park,18:38,M0
BG028,Windemere,19:57,T0
NK249,Lozeau,17:2,T7
UX600,Speculator,21:47,V8
JF095,Maquon,7:58,H6
JG715,Deadwood,14:56,U9
MA398,New Witten,0:7,P2
NU507,West Wyomissing,14:43,V3
SF325,Lohrville,8:58,I8
FC112,Gorst,1:38,S6
KV178,Liebenthal,6:24,W4
IS167,Godwinsville,2:30,I8
DF414,Kinta,17:9,K1
YB407,Socorro,13:42,J0
OV402,Rago,22:40,Y5
GP268,Hawley,4:37,F6
GX060,Darlove,14:37,U2
VS512,Pompano Beach Highlands,4:37,C0
GE603,Morocco,21:56,I8
GF284,Tipler,17:24,C4
AY203,Batavia,19:41,Z0
ZY205,Sergeant Bluff,13:56,B4
YB503,Mattawa,16:6,Y6
QB114,Baltimore Highlands,3:21,Y4
DN783,Nopal,0:44,V7
NL240,Saranac Lake,6:25,V6
VZ948,Broadwell,11:7,X6
FC362,Raeford,23:17,V2
PS104,Pindall,3:47,R2
SK260,North Apollo,5:19,F9
XB492,Crum,17:39,N1
FW290,Goldsmith,21:18,B6
HA017,Annapolis,9:35,E9
YI816,Sisseton,8:36,Q6
EW283,Mineral,16:0,B1
YN283,Wake Forest,12:8,X6
TX801,Cliffside Park,16:16,D0
LU363,Des Peres,7:14,N7
ZE426,Canmer,20:40,E8
RB244,Jerry City,5:39,Y5
MK925,Tuskegee,10:13,O9
VD206,Epworth,17:58,J1
RN617,Hueytown,12:47,W0
LM168,Ashmore,14:32,F7
DE890,War,13:39,Y4
SR041,Burnett,11:25,H6
WX290,Somersworth,4:35,W1
OW766,Okawville,0:54,G6
NX561,Lutts,4:34,A4
OF690,Henly,20:4,F2
TD393,Oriskany Falls,5:54,B0
VM072,Pleasant Hill,11:52,P1
KO710,Scio,10:14,N5
DK405,Gambrills,4:56,W9
WD472,Clyde,20:51,N0
JU133,Wisconsin Dells,12:28,P6
IW406,Montrose,0:14,Q1
ZF705,Woolwine,5:31,E3
HX866,Blue Ridge,17:53,J2
XF002,Canton Valley,0:50,U4
JX490,Forestdale,15:37,F2
BY217,Roberta Mill,7:45,U0
LT406,International Falls,20:45,X8
FD694,Whisper Walk,18:21,U2
JA815,Fort Myers Villas,9:46,V2
IC825,Unalakleet,14:51,K2
UG842,Eoline,16:7,C0
VS738,Jacobsville,11:48,X7
JW358,Madison Mills,14:53,U8
UL130,Burkettsville,0:59,N8
JC591,Arbuckle,1:1,X0
YT094,Carmine,20:3,H1
RI959,Saint Gabriel,16:16,B0
ES216,Tanglewood,20:53,T3
SE951,Rocky Gap,17:45,G7
HG733,Coxsackie,3:46,Q6
OZ357,Hillsview,11:33,N0
IJ880,Covedale,19:10,H2
GH960,South Waverly,12:1,B1
EO222,Covina,11:39,I2
AH049,Cut and Shoot,3:54,Y7
TL538,Hiddenite,5:57,N5
BZ955,Bondsville,21:12,N1
DC472,Meeks Bay,4:57,I7
AJ836,Magma,22:21,E8
DE672,Fayette,19:26,M3
OA592,Ocean Bluff,23:50,M3
VD041,Smith Center,6:43,L2
QJ727,Saint Joseph,1:22,G1
UR322,Raisin,22:33,P4
IO860,Whitman,9:46,O3
XL167,Volcano,13:58,J8
MU804,Harker Heights,14:12,N5
ZH794,Ramer,15:33,G6
SF309,Chugwater,17:42,H9
DO525,Forty Fort,22:56,L4
FA765,Speer,18:20,X9
AY833,Nanticoke,13:36,H7
YZ909,Tolchester Beach,9:54,Y4
XG735,Holdingford,13:54,T5
PM192,Pattison,3:36,I9
IW392,Gascon,5:52,H1
WQ319,Mitchell,3:56,Y0
XV580,Clear Lake Shores,0:4,D9
EI581,North Middletown,11:5,B5
WI021,East Los Angeles,15:50,W2
QM348,El Cenizo,23:46,C1
IX763,Cumberland City,1:44,I7
WY495,Thayer,15:19,U6
QU985,Rosaryville,17:25,N8
JJ482,Four States,22:25,A4
NG933,Cisne,19:6,N0
BF528,Liberty Center,17:53,E4
KB445,Tower,1:52,X6
LY930,Lenapah,20:30,Z8
ZC152,McBride,22:48,X8
KC954,Lincoln,20:24,C0
PV958,Tchula,2:32,B3
SM651,Green Island,18:22,K8
YQ748,Elk Hill,16:28,Y6
CZ162,Yaurel,11:28,H3
GM409,Green Lake,7:53,U8
OV624,Anthoston,22:28,O0
CV267,Milbridge,18:15,Q2
VU740,Coffee Springs,4:58,M6
RM667,Arch Cape,18:30,Z8
YT063,Campbell,12:45,J5
WV800,New Port Richey,4:7,L6
ZT230,Caplis,16:26,X8
FF511,Sun Garden,23:1,M6
AD873,Mixersville,17:50,S6
IL682,Caylor,6:6,H3
GT394,West Seneca,19:30,S9
ZL270,Hersey,15:58,U8
SQ415,Lilita,12:41,T8
II234,Conesville,22:23,L6
TQ014,Conyngham,13:21,A2
HZ010,Hemphill,14:30,Q8
WI263,Pepperell,2:7,X1
ZA567,Arrowsmith,4:35,R6
YC535,Bernardsville,23:6,X0
MR461,Kaeleku,6:14,G6
AJ409,Sauk Village,6:20,A8
FX922,Vergas,23:26,C5
XI155,Randall,13:2,S3
UV369,Quarryville,9:37,E8
DT184,Bancroft,19:3,J0
NE727,Caineville,14:23,L8
EO240,Saint Francis,2:40,Z9
TP324,Sewanee,11:0,Q9
BN176,Franconia,4:29,K3
SM996,Victory,4:15,Y1
SJ430,Hume,23:0,C7
NR873,Co-Operative,19:52,A5
NF942,Halesite,5:42,B1
ME009,Juliaetta,20:17,Q0
QU909,Norwalk,14:43,V4
MF828,Gandeeville,22:47,D1
NI523,Watersmeet,23:41,A9
LU824,Ironside,5:7,I2
GW436,Tracy,7:53,M1
JE163,New Salem,6:45,Z0
HJ370,East Greenbush,21:58,T1
PO878,Achille,6:32,J3
TZ590,Arona,13:40,G2
RE148,Amherst Junction,5:12,V9
FM488,Gray Hawk,15:31,C2
IC984,McKinney,13:10,A0
JE770,Wigwam,23:26,H8
PY261,Crabtree,6:50,S4
WJ611,Wolfeboro,21:49,I3
TM896,Harman,11:17,I7
WR455,Trousdale,2:28,R7
HG897,Cumberland,11:2,K2
SS620,Columbine Valley,16:33,T4
JB032,Monte Sereno,20:31,X3
BB846,Haledon,14:11,S2
IJ933,Rubonia,22:5,P9
IY218,Loma,1:17,Q2
BJ538,Luton,23:34,L4
HA439,South Canal,5:4,Q6
ET531,Enaville,7:52,O3
QS105,Winter Beach,20:23,K3
IZ709,Money Creek,22:34,Q9
KV448,Ballinger,19:39,A7
DK039,Babcock,19:52,U8
UC402,Sieper,8:3,Y0
IQ026,Bonfield,23:31,Q5
ZE700,Shasta,10:28,N6
IQ375,Pescadero,7:17,U3
QU515,Broadalbin,11:9,Q3
PA213,Slaterville Springs,9:35,E5
TE400,Grand Encampment,7:41,R8
FV864,Point Dume,5:22,I7
BZ400,New Washington,15:37,Z2
GP936,Lolita,18:50,E2
JS303,Deport,15:54,E3
UF455,Caruthers,5:28,T6
NI880,Clovis,21:19,W6
AD422,West Milwaukee,15:13,S1
LB342,Combes,20:30,I9
SI262,Jellico,9:31,X3
ZM995,Lomas,22:16,B9
AD632,Norwood,22:15,D6
GO566,Timber Lake,21:26,W4
TX920,Morita,15:50,U6
CR485,Annette,23:27,M0
QN777,Dellwood,13:13,C9
WJ444,Cavalero Corner,9:4,A7
NM787,Campanilla,21:13,B4
ST142,Lubeck,7:6,F9
XO190,Caraway,20:37,X7
BD328,Galloway,22:38,S6
WZ854,Clutier,21:8,C0
DU647,Saint Andrews,6:5,O2
GE481,Exline,0:40,D9
TP108,Competition,7:24,X6
AD252,Snow Lake Shores,20:12,K0
RG308,Luton,9:8,Y2
BM525,Greenwood,21:8,Z2
ZG622,Warner,17:26,U9
AL329,Boys Ranch,9:48,T4
PP190,North Babylon,15:24,V5
FB708,Walkers Mill,16:38,A8
WJ281,Leaburg,21:36,L1
MJ647,Pinola,11:9,Z9
AN275,Pike,1:49,S6
UF596,Danielsville,21:16,X6
WT630,Makinen,18:39,G0
PV252,Jacksonboro,15:4,F4
KA711,Athol,2:39,N2
WU576,Bolingbrook,8:9,H1
LC105,Gaines,8:48,G3
KA371,Fairport,16:30,L6
GL281,Literberry,0:14,Q8
PP096,Gardnerville Ranchos,14:12,G3
PW577,Little Eagle,13:33,W7
FP684,Arrow Point,1:21,G7
RI696,Pennsville,8:57,R7
RT650,East La Mirada,20:46,K7
KW305,Jerusalem,3:45,F6
PQ727,Valmont,19:47,A5
EM648,Hagerstown,16:35,I1
GB400,Butte La Rose,19:42,O5
VP829,Fincastle,9:7,H0
VY579,Seaton,2:59,O9
AT274,Snowflake,23:44,R0
JS616,Gildford,5:23,J8
KU882,Cyrus,21:49,S8
LI354,Walstonburg,13:58,V6
YX911,Krotz Springs,16:16,I4
SI154,Elida,5:31,W8
HQ549,Lookout Mountain,7:56,W3
EY518,Drynob,2:14,G8
CF230,Puente,4:41,R1
EA845,Ryan Park,8:45,B4
QP109,Wattsburg,21:11,F6
BH215,South Solon,10:48,O5
FL114,Round Lake Park,5:25,G2
SF873,Fowlerton,18:57,N3
TI705,Denmark,19:18,D5
GR002,Saint Teresa,22:8,R5
WR224,Pea Ridge,13:14,S2
YM549,Witoka,20:40,K9
YY777,Rains,11:31,I9
NE103,Sopris,13:0,D8
BS461,Eau Galle,21:47,I9
XX471,Brigantine,21:41,M1
TV457,Wisconsin Dells,6:53,B9
AL198,Penrose,11:14,O2
CO984,Otho,6:27,A4
TW358,La Cueva,13:26,K4
PG041,Voss,2:15,G1
PN726,Des Lacs,2:46,P0
BJ480,Tabor City,14:42,Z5
YA170,Robinsonville,20:53,L0
OM364,Lilbourn,18:42,J4
OV482,Tolbert,8:51,T9
GI213,Merrillville,3:56,X3
XY106,Akhiok,12:43,Z9
WM428,Belk,23:26,P7
ZB264,Sardis City,15:25,M1
DD595,Klossner,22:20,V8
LC653,Rockville Centre,23:53,G2
DV646,Diablo,5:6,Z7
OF342,Snohomish,12:14,R1
PQ606,Ellis,13:40,G4
SD466,Fern Creek,12:41,L0
QC819,Brooklyn,10:28,P1
LC879,Scotsdale,5:28,C4
WW507,Spangler,6:59,X6
MA000,Triplet,1:33,F2
XO013,Coffee City,1:0,T5
DT267,Addington,6:52,J3
PM634,Speers,23:51,Y0
QT438,Burnsville,0:9,T8
VO603,Tontitown,7:21,P0
NB122,Cameron,16:24,A9
EU354,Devine,10:38,C6
UW208,Dows,14:11,X4
YB131,Mondovi,11:11,V1
WI084,Gresham Park,23:39,B5
IB938,Pindall,0:36,A1
SZ732,Agate,2:27,Z9
BL722,Hilburn,4:15,B2
SW549,Glendale,2:58,Y8
VN493,Fort McKinley,2:19,K8
NW107,Basehor,14:57,U0
HM509,Saint Mary,1:30,J8
JZ009,Klondike,15:31,X3
MJ746,Wheatland,3:46,W2
KH674,Hephzibah,0:15,H2
IU427,Clarenceville,15:48,B8
PM537,Fields Landing,23:17,S0
BA780,Big Clifty,4:45,Q8
YQ295,Mayview,11:18,B8
NA976,Northrop,19:19,B6
EL464,Griffin,19:54,E3
FX417,Beaver Bay,16:37,E2
TZ301,La Platte,19:40,R2
KR117,Winstonville,17:53,Q2
QN732,Tyler,18:35,J9
XU261,Woodstock,16:44,F9
ZX409,La Casita,5:41,I5
TN620,Vimy Ridge,1:53,Z3
MT717,Scalp Level,19:53,H8
TM776,Hartland,13:1,W8
PS249,Pine Mountain,0:9,D9
JF255,Jefferson Island,2:1,Z4
AE939,Nixons Crossroads,18:15,O8
YL743,Nemah,16:18,P0
QT133,Cadogan,7:23,M6
IS490,Weeki Wachee,13:12,P4
GH081,Flat Woods,3:37,U2
IX574,Rhine,5:45,O9
SL354,Auberry,16:27,D6
KQ182,Point Dume,15:2,P6
XY020,Kalispell,19:59,V3
AF222,Thermalito,4:8,G0
DC363,Newtok,11:35,D2
UP847,Madera,1:27,S8
LG525,Southwest Greensburg,0:57,A1
NY448,Borup,16:3,L2
XD418,Cheswick,8:9,C3
EE567,Toga,23:40,L6
RH829,Manderfield,17:56,A7
YN229,Coralville,19:21,Q1
XR224,Elizabethville,7:15,K9
AQ390,Clifton Springs,15:43,W9
YF030,Timberlane,21:58,S4
HT836,Lake Monticello,14:20,N5
JC232,Hooks,23:51,V9
IZ149,Baskett,2:39,L3
ZI099,Tavernier,15:5,S2
GP002,Colver,7:44,K9
JB799,Hato Candal,12:50,T2
QK784,Gallinas,5:17,M0
VP253,Udall,21:50,W5
WY231,Lake Crystal,10:11,U1
CD943,Pinetown,4:47,I4
HB410,Waynesfield,6:20,X0
ZS380,Bryceville,6:11,H7
GN677,Cottonwood,2:40,L0
OF652,Pierce,6:19,X3
RU352,McVille,13:38,U7
BT615,Parkertown,4:13,Z2
RW598,Anton Ruiz,11:57,Q6
NF883,Ottumwa,8:33,L2
AF270,Flanagan,1:23,A8
AG661,Lemoyne,18:52,I8
JH887,Weir,22:42,F0
EZ162,Balmorhea,19:29,R8
NT903,Pilsen,15:59,E2
WF752,Goodwell,23:53,H9
KR583,Sebewaing,21:3,O1
WY375,Indios,10:10,W7
IQ284,Littleville,12:39,S9
EL336,Mabank,5:57,T8
KI611,German Valley,3:1,E0
VA272,Castleberry,11:37,H6
FH348,Nutting Lake,7:27,H2
ZM695,Sturgeon,22:12,K9
IK865,Catasauqua,15:52,Y6
KH312,Central Square,7:46,F8
TV557,Lake Bluff,20:37,Q2
PG662,Tenino,1:1,L3
BO088,Gilcrest,12:30,N0
EQ087,Fort Branch,23:7,L1
VG653,Kent,0:8,P9
CA262,Diamondville,5:29,L7
XW556,Penzance,13:52,B4
YG386,West Crossett,1:43,S2
UI974,Myra,2:40,J8
AE768,Nisswa,19:0,E3
TK686,Stinnett,6:43,Z5
LZ301,Barbourmeade,16:51,Q4
WC976,Waverly,7:1,P5
SH526,Scobeyville,11:56,U9
SP688,Fordsville,11:58,S0
UI048,East Moline,16:51,H8
CN146,Valley Spring,5:9,J1
EM876,Grassy,11:48,S3
AB866,Orange Cove,8:31,N8
NO135,Duncanville,8:56,W6
MA839,Chamblee,21:37,D7
VV132,Atco,7:16,R8
GM023,Lake Bird,3:14,S4
BP236,Dorena,22:25,S2
UZ421,Bentonia,12:42,H7
EO034,Old Tappan,19:10,H0
ZI595,Griffin,22:52,H1
XF044,Gilford Park,20:0,A9
HS905,Verdigre,8:0,L3
AU630,Prichard,23:26,B4
ZL175,Tybee Island,16:25,S3
KW128,Banquete,23:26,G8
WL347,Corralitos,12:21,G3
KF327,Gloucester City,3:35,Y9
OT520,Fountain Lake,8:19,H8
EL625,Black Fork,10:22,O4
MU879,Sand Ridge,8:16,Z8
BR748,Waterflow,6:18,S3
VB698,Portal,14:42,D4
BM059,North Druid Hills,15:11,A7
ZQ721,Trotters,9:22,Q2
QZ845,Fort Wingate,1:56,F1
VM214,Clancy,4:29,X7
VP391,Thibodaux,11:18,M9
EW985,Windermere,16:14,O5
CW041,Syracuse,23:2,K1
VL964,Clarkton,11:59,Q6
QD157,Lewisburg,19:22,F1
WE292,Mexico,18:32,J5
TI027,Parker City,17:59,Y0
IH523,Goshute,1:7,P4
IZ020,Loganville,8:19,M5
TT672,Loyal,4:55,X0
JE551,Vinings,21:9,W4
HG384,Grainton,7:53,E0
VC992,Golovin,8:37,D9
FD977,Fort Washington,12:18,E9
UK962,Pinewood Estates,4:55,W6
WZ332,Litchfield Park,15:2,J7
TK415,Vashon Heights,8:36,D4
SD746,Remerton,22:34,P3
OC328,Wesleyan,20:36,W1
YT326,Delta Junction,22:52,G7
TW650,Questa,1:40,L4
AB406,Fairdealing,7:33,Y3
AW994,Onava,4:35,O6
XU160,Woodworth,16:7,L9
KG125,Leonard,12:17,W5
TY826,Rena,4:29,O2
KS795,Marmet,4:48,J0
ZZ390,Shepton,12:20,W4
TE060,Gambell,14:31,X1
HV765,San Bruno,21:37,M4
AD682,Gallman,21:8,L5
PV459,Bagnell,15:56,I4
BA328,Hilton Head Island,7:7,G3
AT083,Fount,22:49,E5
JH411,Brooker,1:25,R9
MA093,Scobeyville,8:4,D3
FC752,Robards,21:38,T6
ZS234,Deer Trail,10:39,J9
OM893,Rocklin,15:57,O8
HB088,Ludlow Falls,15:41,C5
ZV367,Hawk Inlet,6:7,J0
BA782,Le Roy,21:56,J6
BE900,Gunn City,14:10,I5
AK168,Minden City,0:0,I2
LP488,Chino Valley,18:31,C7
VG524,Leamington,15:25,N3
VP595,Devola,6:24,K2
MS519,Boston,19:56,A0
IQ539,Union Gap,3:8,F7
WI578,Keego Harbor,17:33,G7
TA503,Napier Field,14:47,J8
OH677,Page Manor,17:48,C1
JP612,Francisco,9:3,Z1
KK177,Gore,6:32,U4
MY679,Iron Ridge,5:20,B3
MW059,Otsego,22:54,N5
XX780,Eagle,22:54,C6
PD847,Dizney,5:7,X6
PC962,Scottsburg,10:59,W8
JL389,New Burlington,2:16,H4
KS037,Foxhome,8:50,C7
QF669,Three Rivers,21:0,B4
QZ422,Brownsdale,9:15,U6
EX289,Keachi,23:1,P9
DD406,Loughman,8:5,G4
GU532,Londonderry,6:51,P7
LK252,Ball Ground,9:8,Z2
MG548,Independence,16:40,O3
AZ612,Arispe,13:57,M6
ON525,Ocee,12:1,E7
IH451,Ghent,10:59,E4
CO700,Algona,0:15,U8
AJ047,Coughran,3:36,E0
NG172,Newark,1:33,V6
BK545,Kenilworth,10:18,J4
PH138,Agnew,23:33,F5
UD438,Millbourne,3:56,J7
DU853,Ridley Park,12:3,V1
BQ093,Holland Patent,22:7,B7
HS875,Schuyler,22:45,L7
FZ157,Ravena,11:11,E8
JT782,Blairville,23:23,E6
WJ363,Leonore,1:46,S4
SR269,Nipton,7:15,K7
QD951,Rickardsville,6:34,T4
ZL399,Saint Bonifacius,23:49,Q8
QP876,State Center,4:29,X9
NI535,South Venice,1:55,J5
JU105,Luttrell,14:24,M9
EK654,Brawley,8:48,S0
ZB772,Oak Brook,12:17,J4
CT559,Wicomico Church,2:14,I9
VG990,Suncoast Estates,18:10,D6
XA362,White Bird,8:50,O2
VC722,Hanley Falls,9:51,M4
CQ754,Lime Creek,18:49,U4
GG035,North Vacherie,22:15,K9
RK801,Devers,5:32,Q3
GA897,Parkerton,3:7,A3
XH972,Silverton,22:53,E1
ZR904,Fayette,22:25,W3
EH021,Barboursville,10:4,K0
MH470,Cape Girardeau,3:43,N5
JY775,Prunedale,22:7,N9
TZ584,Syosset,1:17,N5
TI894,Old Field,14:31,M4
IE000,Felsenthal,15:33,C6
JI873,Harney,12:38,J0
DH735,Reedy,9:6,I4
BZ083,Clinchport,16:11,S6
DK534,Liborio Negron Torres,14:34,H4
XX214,Tonkawa,15:38,Q0
DD174,Aripine,11:5,C3
NG178,Maricopa,11:22,Q0
SB703,Extension,4:26,P2
NN926,Mint Hill,17:58,R0
UA617,Palm City,0:10,F2
GF691,Hurdle Mills,18:14,V3
FY360,Waumandee,21:16,M0
XZ071,Roby,7:42,T4
PP068,Poth,22:14,A2
CI126,Neshanic Station,20:55,F8
EL514,Altavista,13:3,S0
VV573,Karluk,8:39,W8
LU592,Nine Mile Falls,13:36,E5
IR108,Dorena,9:51,H3
SQ557,Combined Locks,9:50,U2
LE772,Belltown,17:51,V4
CA727,Bruning,15:25,A1
GT869,Butte La Rose,12:23,Z4
SW829,Laureldale,10:8,F1
TG848,Holly Bluff,6:29,H1
MT187,Bradley Junction,6:58,G4
CS215,Wyndmere,19:43,X9
JY012,Swormville,5:41,D7
NZ240,Clow,22:51,Q9
CS734,Kramer,11:52,E7
NS688,Sugar Bush,12:50,B4
KN056,Chackbay,22:30,M9
GU135,Huron,23:0,U0
LQ536,Solana Beach,12:56,L5
MQ720,Morrisonville,1:38,F1
XS928,Pipe Creek,8:34,U7
