FLIGHT NUMBER,DESTINATION,DEPARTURE TIME,GATE NUMBER
SW344,Telford,18:09,H3
AV729,Telephone,18:08,J0
RV745,Telegraph,18:08,Z9
TZ196,Tekonsha,18:08,S6
JY318,Tekoa,18:08,H6
BY233,Tekamah,18:08,X9
BQ266,Teigen,18:08,N1
XR886,Tehuacana,18:08,C5
AK024,Tehama,18:07,M9
CI528,Tehachapi,18:07,X7
LV586,Tegarden,18:07,V6
II592,Tega Cay,18:07,I0
NP004,Teeds Grove,18:07,F8
JY980,Teec Nos Pos,18:07,X2
JE088,Tee Harbor,18:07,O3
EE436,Tecumseh,18:06,M2
CQ149,Tecopa,18:06,W1
QU531,Tecolote,18:06,U0
LF393,Tecate,18:06,G8
IC425,Teays Valley,18:06,X9
SQ996,Teaticket,18:06,F4
GK917,Teasdale,18:06,G4
GK778,Teaneck,18:05,L1
DU269,Teague,18:05,Y7
IU303,Teachey,18:05,Y1
VK234,Tea,18:05,X5
BM437,Tchula,18:05,A3
YM038,Tazlina,18:05,G6
MU457,Tazewell,18:05,E5
MD348,Taylorville,18:04,H7
NV562,Taylortown,18:04,T1
TG641,Taylorsville,18:04,G1
HT191,Taylorsport,18:04,U0
UL469,Taylors Falls,18:04,H8
WI574,Taylors Creek,18:04,I0
WD608,Taylors,18:03,H2
HB220,Taylor Mill,18:03,I3
JU683,Taylor Lake Village,18:03,J2
WW350,Taylor Creek,18:03,D8
EA199,Taylor,18:03,H4
YQ554,Taycheedah,18:03,Z0
IA281,Tawas City,18:03,K5
RZ308,Tavistock,18:02,O9
YS107,Tavernier,18:02,R6
QQ680,Taunton,18:02,D5
GX210,Tatums,18:02,H3
EC226,Tatum,18:02,Y0
OR935,Tatitlek,18:02,A4
CD553,Tate,18:02,S4
GC545,Tatamy,18:01,D6
CD321,Tascosa,18:01,R7
BG553,Tasco,18:01,B0
RJ622,Tarzan,18:01,T8
HX536,Tarver,18:01,I2
AA917,Tarrytown,18:01,I9
AU976,Tarryall,18:01,C0
WG253,Tarry,18:00,G8
RG225,Tarrants,18:00,N3
IT153,Tarpon Springs,18:00,N4
AT418,Tarnov,18:00,E2
ID973,Tarlton,18:00,S4
VQ522,Tariffville,18:00,I3
DX927,Tarentum,18:00,W1
XZ590,Tarboro,17:59,A7
NJ989,Tara Hills,17:59,S9
IL945,Tara,17:59,X4
OL473,Tappen,17:59,P8
RQ084,Tappan,17:59,C8
JZ395,Tappahannock,17:59,C3
SF238,Taos Ski Valley,17:59,V8
GW454,Taos Pueblo,17:58,C5
FM293,Taos,17:58,Y3
TB673,Taopi,17:58,H8
SE950,Tansboro,17:58,T4
EN811,Tanque Verde,17:58,O8
LB355,Tanque,17:58,X7
OH142,Tannersville,17:58,F4
RY972,Tanner,17:57,C4
NH595,Tannehill,17:57,T3
PS461,Tankersley,17:57,N1
IR324,Tanglewood Forest,17:57,O1
KR339,Tanglewood,17:57,O5
HE005,Tangipahoa,17:57,E4
XE484,Tangier,17:57,A0
TV146,Tangent,17:56,Z0
RH054,Tangelo Park,17:56,K0
UN034,Taneyville,17:56,U5
GF410,Taneytown,17:56,Y7
IU935,Tanana,17:56,U1
KL493,Tanacross,17:56,X4
YX858,Tampico,17:56,W7
YJ098,Tampa,17:55,I9
LZ772,Tamora,17:55,Q7
XE069,Tamola,17:55,U1
JU974,Tamo,17:55,L8
MZ028,Tamms,17:55,S1
BG534,Tamina,17:55,W8
OS390,Tamiami,17:55,E1
WL346,Tamaroa,17:54,E7
GI491,Tamarack,17:54,J4
SL665,Tamarac,17:54,K7
AF548,Tamaqua,17:54,F8
VF875,Tamaha,17:54,M1
CJ519,Tama,17:54,N5
TC788,Talty,17:54,S0
JM317,Talpa,17:53,M4
TX598,Talowah,17:53,X7
ZQ793,Taloga,17:53,R2
OY123,Talmo,17:53,B0
QD496,Talmage,17:53,Y6
PW623,Tallulah Falls,17:53,R0
CQ865,Tallulah,17:53,Z6
DX867,Tallula,17:52,T2
OS664,Tallman,17:52,O4
TL284,Tallmadge,17:52,R5
TH515,Talleyville,17:52,V7
QX244,Talley Cavey,17:52,M4
AU278,Tallevast,17:52,V1
LQ518,Tallassee,17:52,K7
TC106,Tallapoosa,17:51,F5
UQ199,Tallahassee,17:51,G7
AA911,Talladega Springs,17:51,G5
PS902,Talladega,17:51,N7
GV575,Tallaboa Alta,17:51,S5
WD989,Tallaboa,17:51,P1
RO080,Talking Rock,17:51,P7
PO093,Talkeetna,17:50,H0
AZ509,Talisheek,17:50,E1
JY215,Talihina,17:50,D4
UE479,Talent,17:50,F6
NZ854,Talco,17:50,S6
FL797,Talbotton,17:50,S7
WY010,Talbott,17:50,H8
NR610,Talbert,17:49,P4
ZS386,Talala,17:49,M1
UZ782,Taku Lodge,17:49,H2
VC873,Takotna,17:49,T5
GV668,Takoma Park,17:49,P4
RM416,Takilma,17:49,Y2
PS420,Tajiguas,17:49,V6
TB362,Tainter Lake,17:48,C6
XW802,Taiban,17:48,X4
IA707,Tahuya,17:48,E9
JD127,Taholah,17:48,Z5
TA891,Tahoe City,17:48,I0
AL546,Tahlequah,17:48,I7
IJ293,Tahawus,17:48,P4
MV648,Tagus,17:47,H9
CC150,Tafton,17:47,W2
RK008,Taft Heights,17:47,Y4
ZX451,Taft,17:47,R6
SB150,Taconite Harbor,17:47,R1
KE030,Taconite,17:47,N5
IR412,Tacoma,17:47,Y6
UR673,Tacna,17:46,A9
IS072,Tabor City,17:46,E1
ZW349,Tabor,17:46,L6
FF306,Tabler,17:46,J4
ZH777,Table Rock,17:46,K2
HT023,Table Grove,17:46,G4
TQ090,Taberville,17:46,R7
OC535,Tabernacle,17:45,Q0
YL660,Syria,17:45,M5
II145,Syracuse,17:45,E7
DX278,Syosset,17:45,E5
SH830,Synarep,17:45,I3
IM790,Symsonia,17:45,A3
JL791,Symerton,17:45,D2
RX954,Symco,17:44,I0
XM475,Sylvia,17:44,V1
LK875,Sylvester,17:44,X3
ZH452,Sylvarena,17:44,S6
VH279,Sylvania,17:44,P0
IE675,Sylvan Springs,17:44,L4
ZT649,Sylvan Lake,17:43,K1
JE836,Sylvan Hills,17:43,N6
NZ454,Sylvan Grove,17:43,Z0
XD200,Sylvan Beach,17:43,U7
DS068,Sylvan,17:43,C4
ZI834,Sylva,17:43,C5
MN538,Sylacauga,17:43,O0
YX439,Sykesville,17:42,L7
PU367,Sykeston,17:42,Z8
BG925,Sydney,17:42,U0
PT467,Sycamore Hills,17:42,G6
VA098,Sycamore,17:42,E2
VC590,Swoyersville,17:42,J1
IS290,Swormville,17:42,E4
RW275,Swords,17:41,P5
HQ245,Switzer,17:41,A3
SX115,Switz City,17:41,N8
MG022,Swissvale,17:41,J4
HF102,Swisshome,17:41,X1
CA908,Swiss Alp,17:41,K5
TX982,Swisher,17:41,E3
EE940,Swinomish Village,17:40,V7
MI310,Swink,17:40,H6
EN495,Swiftwater,17:40,M4
OK147,Swifton,17:40,A2
ZJ301,Swift Trail Junction,17:40,N2
YS437,Swift Falls,17:40,V9
SX756,Swift,17:40,Y2
GP310,Swepsonville,17:39,O5
MT162,Swenson,17:39,S1
VC444,Sweetwater,17:39,M1
XX675,Sweetser,17:39,H9
JO009,Sweet Water,17:39,Q0
UZ598,Sweet Valley,17:39,V0
HZ353,Sweet Springs,17:39,O5
CA466,Sweet Home,17:38,I2
OP965,Sweet Grass,17:38,W7
XZ077,Sweet Briar Station,17:38,M2
RM058,Sweet Air,17:38,I0
OH304,Sweeny,17:38,Q3
GL009,Swedesburg,17:38,Z5
SY180,Swedesboro,17:38,L4
HS232,Sweden,17:37,T4
DO628,Swedeborg,17:37,B8
IO512,Swearingen,17:37,W2
FR357,Swea City,17:37,U2
XQ586,Swayzee,17:37,W5
QF243,Swatara,17:37,R5
OJ942,Swartz Creek,17:37,J9
DK005,Swarthmore,17:36,Z9
BA745,Swanville,17:36,A9
KI506,Swanton,17:36,Q5
ZZ919,Swansea,17:36,C8
HA824,Swansboro,17:36,D9
QY498,Swanquarter,17:36,W1
VK489,Swannanoa,17:36,I8
EH330,Swanlake,17:35,X9
PF772,Swandale,17:35,P2
UO656,Swan Valley,17:35,X2
DB130,Swan River,17:35,Y3
SZ468,Swan Lake,17:35,Y5
VE042,Swan,17:35,G1
VH198,Swampscott,17:35,R3
UA778,Swaledale,17:34,A4
VD424,Swainsboro,17:34,R9
HH118,Swain,17:34,A8
OW734,Svea,17:34,F4
IV624,Suwannee,17:34,F3
IG487,Suwanee,17:34,K2
LE367,Suttons Bay,17:34,J3
JI876,Sutton,17:33,Z0
QM060,Suttle,17:33,F6
QW817,Sutter Creek,17:33,Q7
TY658,Sutter,17:33,W0
XL582,Sutherlin,17:33,I7
YJ233,Sutherland,17:33,U7
UN213,Sutersville,17:33,E2
TP192,Sutcliffe,17:32,F5
WI858,Sussex,17:32,E3
PB172,Susquehanna Trails,17:32,G5
XY473,Susquehanna Depot,17:32,T1
DB712,Susanville,17:32,L2
NY800,Susank,17:32,U5
NN265,Susan,17:32,N7
HH175,Surry,17:31,H9
CZ884,Surrey,17:31,L4
EG594,Surrency,17:31,N3
GL428,Suring,17:31,N5
VA429,Surgoinsville,17:31,F3
BP739,Surfside Beach,17:31,L3
TN821,Surfside,17:31,R3
CG465,Surf City,17:30,W6
MQ088,Suquamish,17:30,Q3
LQ367,Suqualena,17:30,Y4
GL636,Supreme,17:30,Y1
EA661,Superior,17:30,R1
BL256,Supai,17:30,U6
FY667,Suntrana,17:30,X0
SH420,Sunshine,17:29,L1
PR221,Sunset Valley,17:29,L6
DK397,Sunset Hills,17:29,G6
HY256,Sunset Beach,17:29,L4
HZ993,Sunset,17:29,T9
UO403,Sunrise Manor,17:29,I5
RE527,Sunrise Beach Village,17:29,V3
ET804,Sunrise Beach,17:28,W4
NC985,Sunrise,17:28,Q1
TI831,Sunray,17:28,E2
KJ034,Sunol,17:28,U1
VU070,Sunnyvale,17:28,F0
JX678,Sunnyslope,17:28,L5
JP299,Sunnyside,17:28,X4
OP932,Sunnymead,17:27,R8
NX299,Sunnydale,17:27,A3
JI352,Sunnybrook,17:27,N8
RK116,Sunny Side,17:27,A5
AJ046,Sunny Isles,17:27,J6
XI103,Sunny Crest,17:27,Y3
YL872,Sunny Acres,17:27,J1
NI012,Sunniland,17:26,P3
AE082,Sunman,17:26,H0
HB370,Sunland Park,17:26,J6
GW946,Sunflower,17:26,D7
JT523,Sunfish Lake,17:26,U8
VN234,Sunfield,17:26,Q0
VU573,Sundown,17:26,G6
ER378,Sunderland,17:25,P1
CX441,Sundance,17:25,Q1
NJ376,Suncook,17:25,W2
OQ260,Suncoast Estates,17:25,D6
WN954,Sunbury,17:25,C1
YK315,Sunburst,17:25,N0
CD067,Sunburg,17:25,L2
LE033,Sunbright,17:24,M9
OI636,Sunbeam,17:24,O9
JK258,Sun Valley,17:24,W5
MR259,Sun River Terrace,17:24,D3
DB206,Sun River,17:24,B6
EZ238,Sun Prairie,17:24,F3
HM484,Sun Lakes,17:23,W6
NN922,Sun Garden,17:23,O4
AO112,Sun City West,17:23,M0
TL393,Sun City Center,17:23,G4
UG026,Sun City,17:23,M7
EH421,Sun,17:23,X6
FH471,Sumterville,17:23,I8
VC169,Sumter,17:22,T8
JE916,Sumrall,17:22,O0
NH089,Sumpter,17:22,Q5
DC413,Sumner,17:22,D1
SA373,Summum,17:22,L4
WA832,Summitville,17:22,F0
TV263,Summit Lake,17:22,O9
LZ014,Summit Hill,17:21,D7
YI385,Summit,17:21,C6
EI506,Summerville,17:21,C8
LY204,Summertown,17:21,I1
UB369,Summerton,17:21,L6
DB400,Summersville,17:21,R6
CB407,Summerside,17:21,L9
EK572,Summers,17:20,B4
CP577,Summerland Key,17:20,U5
EU883,Summerland,17:20,V4
PI722,Summerhill,17:20,K5
XT282,Summerfield,17:20,C8
CD762,Summer Haven,17:20,F9
ZW446,Sumiton,17:20,B8
CP552,Sumidero,17:19,K6
JG524,Sumatra,17:19,J8
EJ646,Sumas,17:19,Y0
WL288,Sumac,17:19,L3
OH073,Sultana,17:19,T6
LP722,Sultan,17:19,Y8
UA143,Sulphurdale,17:19,W7
JM807,Sulphur Springs,17:18,Y6
FA102,Sulphur Bluff,17:18,J8
QU632,Sulphur,17:18,R7
XE980,Sully,17:18,O9
MK234,Sullivan's Island,17:18,M0
GU917,Sullivan City,17:18,X7
LM983,Sullivan,17:18,H3
OT239,Sulligent,17:17,Y0
AW659,Sula,17:17,B1
IA776,Suitland,17:17,Z8
PS911,Suisun City,17:17,T8
KU554,Sugden,17:17,W8
PD049,Sugarville,17:17,U1
VJ054,Sugartown,17:17,B0
KA502,Sugarmill Woods,17:16,R5
FI119,Sugarloaf,17:16,N7
RP652,Sugarland Run,17:16,K6
IP790,Sugarcreek,17:16,B7
CW343,Sugar Valley,17:16,S1
ER243,Sugar Notch,17:16,T0
XA201,Sugar Mountain,17:16,I6
BS529,Sugar Land,17:15,S9
XL841,Sugar Hill,17:15,J0
YB711,Sugar Grove,17:15,H9
DF995,Sugar Creek,17:15,F9
CC049,Sugar City,17:15,K0
BP973,Sugar Bush Knolls,17:15,U3
SN251,Sugar Bush,17:15,T2
UJ202,Suffolk,17:14,L8
WE159,Suffield Depot,17:14,H8
XM017,Suffern,17:14,F2
CF384,Sudley,17:14,H2
FX738,Sudden Valley,17:14,H1
YZ614,Sudden,17:14,B8
UB401,Sudbury,17:14,V3
ZJ775,Success,17:13,Y5
DL556,Sublimity,17:13,K1
OE740,Sublette,17:13,I8
EP958,Sublett,17:13,Y5
WH793,Subiaco,17:13,W6
TC021,Suarez,17:13,R5
FB931,Suamico,17:13,L9
VH507,Stuttgart,17:12,M7
XD307,Sturtevant,17:12,S8
XO042,Sturkie,17:12,T2
KV308,Sturgis,17:12,X0
VS538,Sturgeon Lake,17:12,R8
IX011,Sturgeon,17:12,J8
MS400,Sturbridge,17:12,Z0
WY570,Stumpy Point,17:11,X6
GP140,Stull,17:11,Z8
NX157,Studley,17:11,W3
NU300,Stuckey,17:11,T3
VZ104,Stuarts Draft,17:11,T6
OF351,Stuart,17:11,U2
TW433,Stryker,17:11,H9
AZ581,Struthers,17:10,M7
IV146,Strum,17:10,J6
KW211,Struble,17:10,K0
IY972,Stroudsburg,17:10,V2
YM171,Stroud,17:10,N5
KT451,Strongsville,17:10,M1
YV744,Strong City,17:10,A0
GR415,Strong,17:09,D7
OC617,Stronach,17:09,E8
GP849,Stromsburg,17:09,G4
IJ511,Stroh,17:09,D9
IV414,Stringtown,17:09,L8
EL432,Stringer,17:09,Y8
XY846,String Prairie,17:09,N8
RS827,Strevell,17:08,I3
IZ015,Streetsboro,17:08,S9
BI179,Streetman,17:08,N0
NC890,Streeter,17:08,Y6
HH033,Streator,17:08,P0
SE948,Streamwood,17:08,S2
QS294,Strawn,17:08,F7
HJ747,Strawberry Point,17:07,U7
IS669,Strawberry Plains,17:07,D8
QQ095,Strawberry,17:07,U6
RW245,Strausstown,17:07,B5
DE232,Strauss,17:07,L6
NO395,Stratton,17:07,Z9
AO932,Strathmore,17:07,J8
BW239,Strathmoor Village,17:06,B1
TO849,Strathmoor Manor,17:06,Y3
JQ852,Strathmoor Gardens,17:06,C0
OY871,Strathcona,17:06,U4
OV094,Stratford,17:06,A4
ZN562,Strasburg,17:06,U8
DW307,Strange Creek,17:06,W3
BP565,Strandell,17:05,V8
AP121,Strandburg,17:05,E0
SP605,Strafford,17:05,W6
KV051,Strabane,17:05,T9
UC382,Stoystown,17:05,X6
UV202,Stoy,17:05,V7
UW716,Stowell,17:04,K3
ZF720,Stowe,17:04,O3
SI864,Stow,17:04,Y9
NU835,Stover,17:04,W9
FW097,Stovall,17:04,B1
GV776,Stoutsville,17:04,I4
GM575,Stoutland,17:04,V7
YZ412,Stout,17:03,E8
FV704,Stoughton,17:03,R1
TU041,Stotts City,17:03,O4
XO575,Stotesbury,17:03,N6
TY441,Story City,17:03,J8
PS133,Story,17:03,Z5
PJ727,Storrs,17:03,P6
PM812,Storm Lake,17:02,P6
FC767,Storla,17:02,H6
RZ776,Storden,17:02,U8
HX474,Stonyford,17:02,O0
RV547,Stonybrook,17:02,Z2
PR282,Stony River,17:02,L5
RJ473,Stony Ridge,17:02,U7
BX120,Stony Prairie,17:01,P4
MD172,Stony Point,17:01,K0
DX677,Stony Creek,17:01,J8
GF504,Stony Brook,17:01,B4
UW881,Stonington,17:01,O9
OC144,Stonewood,17:01,L4
UK179,Stonewall,17:01,K2
YU952,Stoneville,17:00,Q4
LR873,Stoner,17:00,M9
JD645,Stoneham,17:00,J5
BA218,Stonega,17:00,Z2
YT115,Stonefort,17:00,K4
PF072,Stoneboro,17:00,C9
AZ382,Stonebank,17:00,B5
EA753,Stone Park,16:59,I0
VX743,Stone Mountain,16:59,M4
FX570,Stone Lake,16:59,B2
CA120,Stone Harbor,16:59,I9
UT258,Stone Creek,16:59,N9
QK981,Stone City,16:59,V0
SJ656,Stone,16:59,Q1
WG896,Stolle,16:58,G8
CR448,Stokesdale,16:58,G3
KB065,Stoddard,16:58,K8
QG263,Stockwell,16:58,N7
LK164,Stockville,16:58,D6
MH476,Stockton,16:58,P5
SJ000,Stockport,16:58,K6
UV358,Stockman,16:57,E2
XE246,Stockland,16:57,W5
OJ383,Stockholm,16:57,M5
TD363,Stockham,16:57,W9
RX216,Stockett,16:57,I5
BE569,Stockertown,16:57,W0
JI685,Stockdale,16:57,G5
EO465,Stockbridge,16:56,X9
OK093,Stock Island,16:56,H3
SY263,Stobo,16:56,O5
CX333,Stitzer,16:56,Z2
VH703,Stites,16:56,M1
YD307,Stirrat,16:56,E6
DC022,Stirling City,16:56,N7
CD682,Stirling,16:55,E0
BP138,Stippville,16:55,W3
WK095,Stinnett,16:55,C3
CY907,Stimson Crossing,16:55,Q5
SE450,Stilwell,16:55,R9
XE887,Stilson,16:55,U4
JI351,Stillwell,16:55,O7
LZ474,Stillwater,16:54,B3
SX550,Stillmore,16:54,E2
WO891,Stillman Valley,16:54,U9
ZY128,Still River,16:54,U8
WX648,Still Pond,16:54,D3
XX129,Stilesville,16:54,P2
BQ537,Stiles,16:54,F7
KI876,Stigler,16:53,A5
DC307,Stidham,16:53,J1
NH479,Stickney,16:53,X3
ZN220,Stewartville,16:53,D3
VO106,Stewartsville,16:53,S1
OM292,Stewartstown,16:53,H0
ZO939,Stewart Manor,16:53,E4
FC908,Stewart,16:52,J5
HC143,Stewardson,16:52,S1
GW162,Steward,16:52,R5
PU873,Stevensville,16:52,E8
TQ192,Stevenstown,16:52,T2
EV438,Stevenson,16:52,I1
ZE696,Stevens Village,16:52,R6
PG483,Stevens Pottery,16:51,F7
IE747,Stevens Point,16:51,R5
JO172,Stevens Creek,16:51,Q9
II803,Steubenville,16:51,I1
DS272,Steuben,16:51,P3
OZ102,Stetsonville,16:51,L0
UD860,Sterrett,16:51,V7
UI447,Sterlington,16:50,G3
DN958,Sterling Run,16:50,O0
AT302,Sterling Heights,16:50,Q5
FL650,Sterling Forest,16:50,D3
QI917,Sterling City,16:50,U4
JM739,Sterling,16:50,N7
HK693,Sterley,16:50,X4
HF861,Steptoe,16:49,K5
GH296,Steprock,16:49,F1
XK952,Stephenville,16:49,C1
BB126,Stephenson,16:49,T4
YB036,Stephensburg,16:49,Q2
HG143,Stephens,16:49,W6
YP300,Stephen Creek,16:49,G3
WW512,Stephan,16:48,E6
LW021,Stennett,16:48,N0
VT005,Stem,16:48,I7
JX910,Stella Niagara,16:48,B0
XL574,Stella,16:48,C3
BV069,Steinhatchee,16:48,R4
VS574,Steinauer,16:48,J8
SU427,Steilacoom,16:47,T7
CB977,Stehekin,16:47,C2
RD939,Steger,16:47,M3
KC137,Steens,16:47,W1
SQ079,Steen,16:47,Z5
OA016,Steelville,16:47,T5
ZP163,Steelton,16:47,U8
ZU411,Steeleville,16:46,N6
GD187,Steele City,16:46,P9
ZB267,Steele,16:46,T3
EI470,Stedman,16:46,A5
JL434,Stecker,16:46,R7
YN516,Stebbins,16:46,J5
IS554,Stearns,16:46,Q8
KG448,Steamboat Springs,16:45,X3
OC585,Steamboat Rock,16:45,H5
QM519,Steamboat Canyon,16:45,A2
HN798,Stead,16:45,K6
IR991,Stayton,16:45,N0
CT612,Staunton,16:45,F1
NJ697,Statham,16:44,V8
DK959,Statesville,16:44,Q0
YS678,Statesboro,16:44,J1
GK470,Statenville,16:44,N0
YV188,Stateline,16:44,C1
LW784,State Road,16:44,I0
VX203,State Park Place,16:44,H5
WP112,State Line City,16:43,A4
PC286,State Line,16:43,E8
FP248,State College,16:43,M1
LI984,State Center,16:43,E6
LF420,State Bridge,16:43,H6
SG029,Startex,16:43,J7
TZ590,Start,16:43,Z2
SE648,Starrucca,16:42,L6
AX007,Starrsville,16:42,R4
RU993,Starrs Mill,16:42,K4
OQ334,Starr School,16:42,A4
MO253,Starr,16:42,T4
BM657,Starkweather,16:42,B6
IQ119,Starkville,16:42,S8
RB586,Starks,16:41,W2
GD101,Starkey,16:41,L3
PI011,Starke,16:41,N1
PY987,Stark City,16:41,V3
CF093,Stark,16:41,H2
DJ312,Starbuck,16:41,Q2
ES464,Star Prairie,16:41,Q0
LA535,Star Lake,16:40,L7
ON346,Star Harbor,16:40,E3
HK961,Star Cross,16:40,E7
IV129,Star City,16:40,P2
ML826,Star,16:40,G3
TX805,Stapleton,16:40,W8
QU673,Staples,16:40,C2
ZN928,Staplehurst,16:39,R5
IZ174,Stanwood,16:39,E4
JW909,Stantonville,16:39,A3
CT667,Stantonsburg,16:39,G6
JV727,Stanton,16:39,E3
TN107,Stansbury Park,16:39,A8
HI354,Stanleytown,16:39,B3
WG166,Stanley Park,16:38,P6
UK481,Stanley,16:38,M6
PI526,Stanhope,16:38,L9
QE954,Stanford,16:38,B7
AF284,Stanfield,16:38,E9
EO800,Standrod,16:38,E0
HO054,Standish,16:38,K4
SE469,Standing Pine,16:37,D8
VR561,Standard City,16:37,Z2
KI812,Standard,16:37,N7
VM327,Stanberry,16:37,W0
OS388,Stanardsville,16:37,P2
SA880,Stamps,16:37,M0
DM116,Stampley,16:37,G4
UZ383,Stamping Ground,16:36,B3
GM887,Stamford,16:36,T6
FJ018,Stambaugh,16:36,H7
VN179,Stalwart,16:36,V3
FK808,Stallo,16:36,J8
TU288,Stallings,16:36,L7
EY549,Stairtown,16:36,H7
PH108,Stagecoach,16:35,D5
EE014,Stafford Springs,16:35,Z9
CK614,Stafford,16:35,O1
EE182,Stacyville,16:35,P3
VC499,Stacy,16:35,S4
AM798,Squires,16:35,H1
JK404,Squire,16:35,K4
YZ676,Squaw Lake,16:34,M8
AH923,Square Butte,16:34,C6
YS516,Spurgeon,16:34,F6
OQ587,Spur,16:34,K0
LM879,Spry,16:34,I7
SH966,Spruce Pine,16:34,Z1
TZ696,Sprout,16:34,S7
NS986,Sprott,16:33,R3
WF213,Springville,16:33,I6
QG607,Springview,16:33,E3
NS352,Springvale,16:33,Z2
NQ499,Springtown,16:33,J8
HZ042,Springside,16:33,H0
ST563,Springs,16:33,T2
CY366,Springport,16:32,J3
EC095,Springlee,16:32,X5
BI590,Springlake,16:32,S0
TG471,Springhill,16:32,X0
QF431,Springfield,16:32,D1
YD186,Springerville,16:32,T5
SE226,Springerton,16:32,I5
HU617,Springer,16:31,O9
LF976,Springdale,16:31,X2
BF013,Springbrook,16:31,W1
WP224,Springboro,16:31,Z4
FB248,Spring Valley,16:31,S4
RR892,Spring Place,16:31,T5
UO912,Spring Park,16:31,C8
YI980,Spring Mount,16:30,O3
VH207,Spring Mills,16:30,V8
CL691,Spring Mill,16:30,T9
BT983,Spring Lake Park,16:30,A1
DO402,Spring Lake Heights,16:30,R7
CE254,Spring Lake,16:30,X5
TY266,Spring House,16:30,W7
JY243,Spring Hope,16:29,Z0
HD371,Spring Hills,16:29,W3
CL533,Spring Hill,16:29,Y6
XQ249,Spring Grove,16:29,T3
OS215,Spring Green,16:29,J4
QA135,Spring Glen,16:29,J1
XL751,Spring Garden,16:29,C1
WK609,Spring Creek,16:28,Y6
WQ487,Spring City,16:28,H1
NA904,Spring Church,16:28,Z0
VY953,Spring Brook,16:28,M4
RI163,Spring Branch,16:28,X6
LB257,Spring Arbor,16:28,C1
MU229,Spring,16:28,Q1
CO076,Spread Eagle,16:27,Q1
IA809,Spray,16:27,L1
XA039,Spragueville,16:27,P0
DD652,Sprague River,16:27,D4
XT535,Sprague,16:27,W1
YZ072,Spraberry,16:27,H3
ZY657,Spotted Horse,16:27,Q7
MD297,Spotsylvania Courthouse,16:26,P0
EI734,Spotsylvania,16:26,E1
DZ103,Spotswood,16:26,J1
SZ188,Sportsmen Acres,16:26,E7
HI095,Spooner,16:26,H2
BM551,Spokane Valley,16:26,W4
HH969,Spokane,16:26,Y7
RZ641,Spofford,16:25,K0
VJ253,Splendora,16:25,Q6
XQ408,Spivey,16:25,K8
AR578,Spiro,16:25,W7
MB903,Spiritwood Lake,16:25,V1
GY469,Spiritwood,16:25,M6
WP093,Spirit Lake,16:24,G7
MV277,Spirit,16:24,L5
YZ076,Spink,16:24,W0
IA080,Spindale,16:24,V1
AI706,Spillville,16:24,P4
RE212,Spillertown,16:24,Q4
II088,Spicer,16:24,U4
QB282,Spiceland,16:23,N8
MZ835,Sperryville,16:23,Q3
QZ510,Sperry,16:23,O6
SB623,Speonk,16:23,I3
ZI241,Spencerville,16:23,T2
LW017,Spencerport,16:23,L9
NQ667,Spencer Mountain,16:23,C3
ZU588,Spencer,16:22,K4
VH790,Spenard,16:22,F3
DO852,Speight,16:22,A2
IW118,Speers,16:22,X7
YD045,Speer,16:22,S4
DK475,Speedway,16:22,V3
MT976,Speed,16:22,O3
OC952,Speculator,16:21,W4
CX465,Spearville,16:21,G5
CU918,Spearman,16:21,F0
EM968,Spearfish,16:21,M8
UT812,Spavinaw,16:21,R2
PZ613,Spaulding,16:21,T2
JM659,Spartansburg,16:21,S8
CB432,Spartanburg,16:20,D3
QE216,Sparta,16:20,Q9
JC461,Sparr,16:20,S7
NZ488,Sparlingville,16:20,P3
AL702,Sparland,16:20,Z0
QL007,Sparksville,16:20,X4
VC739,Sparks,16:20,X0
EK937,Sparkill,16:19,E7
LX233,Spargursville,16:19,T7
RS601,Spanish Lake,16:19,G2
GS345,Spanish Fort,16:19,W3
XQ570,Spanish Fork,16:19,U3
MB431,Spangler,16:19,T2
DJ962,Spangle,16:19,R7
AK263,Spanaway,16:18,A9
EE023,Spalding,16:18,R8
BC726,Spade,16:18,S3
WC599,Spackenkill,16:18,K6
LH016,Spaceport City,16:18,O5
ZW328,Southwood Acres,16:18,F0
DG315,Southwick,16:18,P5
BW020,Southwest Harbor,16:17,Z9
DS672,Southwest Greensburg,16:17,J3
PK766,Southwest,16:17,D6
KD121,Southville,16:17,J8
AC831,Southview,16:17,W9
GB494,Southton,16:17,L2
WN893,Southside Place,16:17,O3
OQ369,Southside,16:16,V2
RB971,Southport,16:16,V0
WZ501,Southold,16:16,O5
HY930,Southmont,16:16,Q8
OH009,Southland,16:16,R0
QX770,Southlake,16:16,Y8
NU412,Southington,16:16,H5
EQ765,Southgate,16:15,W8
XZ100,Southfields,16:15,A9
YZ152,Southfield,16:15,R8
NM776,Southern View,16:15,M0
VK873,Southern Shores,16:15,Y6
WF021,Southern Shops,16:15,B5
FS481,Southern Pines,16:15,S5
SL633,Southdown,16:14,I8
XG989,Southbridge,16:14,I8
RK038,Southborough,16:14,P4
CL512,Southaven,16:14,M4
VO151,Southard,16:14,Q0
JU746,Southampton,16:14,R4
WG702,Southam,16:14,X9
SZ822,South Zanesville,16:13,V0
OM092,South Yuba City,16:13,T4
CT018,South Windham,16:13,O3
IG596,South Wilson,16:13,X8
FN010,South Wilmington,16:13,K0
RO715,South Williamsport,16:13,M5
YB613,South Williamson,16:13,Q2
